age,workclass,education,education_num,marital_status,occupation,relationship,race,gender,hours_per_week,native_country
45, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,47, United-States
43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,35, United-States
61, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States
54, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,32, Mexico
34, Private, Assoc-acdm,12, Separated, Other-service, Unmarried, White, Female,40, United-States
49, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,80, United-States
38, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,40, United-States
35, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,80, United-States
36, Private, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States
30, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States
36, Private, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, White, Female,60, United-States
22, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,20, United-States
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States
48, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,46, United-States
17, Private, 11th,7, Never-married, Adm-clerical, Own-child, White, Male,15, United-States
19, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,20, United-States
27, Private, Bachelors,13, Never-married, Sales, Not-in-family, Black, Female,40, United-States
22, Private, Bachelors,13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,50, Taiwan
49, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
43, State-gov, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States
43, Private, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,40, United-States
19, Local-gov, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,35, United-States
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States
41, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States
31, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States
30, Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States
32, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States
29, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,35, United-States
42, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,52, United-States
38, Private, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,28, United-States
41, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
44, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,50, United-States
31, Private, Doctorate,16, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,60, China
34, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States
21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,40, United-States
22, Self-emp-not-inc, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,20, India
62, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States
19,, HS-grad,9, Never-married,, Own-child, White, Female,40, United-States
29, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,25, United-States
43, Private, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States
68,, 7th-8th,4, Married-civ-spouse,, Husband, White, Male,8, United-States
45, Self-emp-inc, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,60, United-States
39, Self-emp-inc, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, Mexico
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,50, United-States
34, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, White, Female,25, United-States
34, Local-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,33, United-States
31, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,47, United-States
29, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,25, United-States
41, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
41, Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States
35, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,45, Mexico
33, Private, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,45, United-States
37, State-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,38, United-States
69, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,40, United-States
34, Private, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Female,40, United-States
60, Self-emp-inc, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,70,
36, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
41, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States
58, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States
53, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, Japan
29, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States
45, Federal-gov, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Female,40, United-States
34, State-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,38, United-States
36, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States
48, Private, Some-college,10, Divorced, Other-service, Unmarried, Black, Female,35, United-States
20, Private, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,40, United-States
35, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States
63, Federal-gov, HS-grad,9, Widowed, Handlers-cleaners, Not-in-family, Black, Male,40, United-States
41, Self-emp-not-inc, Some-college,10, Divorced, Other-service, Unmarried, White, Male,45, United-States
28, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States
30, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Black, Female,40, United-States
34,, HS-grad,9, Divorced,, Not-in-family, White, Female,40, United-States
31, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,40, Mexico
37, Private, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,38, United-States
42,, Some-college,10, Divorced,, Unmarried, White, Male,40, United-States
31, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, Jamaica
46, Self-emp-not-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States
35, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,60, United-States
27, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,53, United-States
41, Private, 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, White, Male,35, Mexico
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,20, United-States
20, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,45, United-States
59, Federal-gov, HS-grad,9, Widowed, Sales, Unmarried, White, Female,40, Germany
40, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,37, United-States
56, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,60, United-States
33, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,44, United-States
30, Self-emp-inc, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,60, United-States
46, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States
61, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,35, United-States
50, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
25, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,30, United-States
40, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,39, United-States
24,, Some-college,10, Never-married,, Not-in-family, White, Male,40,
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,54, United-States
43, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States
34, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,54, Mexico
46, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States
28, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States
26, Private, Bachelors,13, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,40,
20, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,28, United-States
44, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
51, Private, HS-grad,9, Widowed, Transport-moving, Unmarried, White, Male,40, United-States
33, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60, United-States
54, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States
50, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States
33, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Female,40, United-States
65, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,20, United-States
22,, Some-college,10, Never-married,, Own-child, White, Female,8, United-States
88, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
40, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States
51, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,43, United-States
50, Private, 11th,7, Divorced, Other-service, Not-in-family, Black, Female,40, United-States
25, Private, Masters,14, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,99, United-States
20, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,30, United-States
47, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States
58,, Some-college,10, Married-civ-spouse,, Husband, White, Male,40, United-States
22, Private, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,30, United-States
50, State-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,48, United-States
47, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States
24, Local-gov, 11th,7, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,45, United-States
50,, HS-grad,9, Married-civ-spouse,, Husband, White, Male,40, United-States
40, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,45, United-States
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
32, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States
44, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
51,, Masters,14, Married-civ-spouse,, Husband, White, Male,40, United-States
59, Federal-gov, Some-college,10, Never-married, Exec-managerial, Own-child, Black, Female,40, United-States
65, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,30, United-States
24, State-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,65, United-States
27, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,35, United-States
51, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Male,40, United-States
48, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States
28, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,25, United-States
49, Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,40, United-States
51, Local-gov, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States
59, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States
18, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,40, Dominican-Republic
50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40,
45, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,80, United-States
30, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States
37, Private, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Male,35, United-States
44, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,40, United-States
33, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States
61, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
61, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States
38, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,42, United-States
22,, Some-college,10, Never-married,, Own-child, White, Male,30, United-States
36, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States
44, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,60, United-States
37, Private, Some-college,10, Separated, Adm-clerical, Own-child, White, Male,62, United-States
31, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,20, United-States
54, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,16, United-States
63,, Bachelors,13, Widowed,, Not-in-family, White, Female,40, United-States
48, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,40, United-States
33,, HS-grad,9, Divorced,, Not-in-family, Asian-Pac-Islander, Female,41, China
31, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States
38, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
45, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
48, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
53, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
55, Private, HS-grad,9, Widowed, Adm-clerical, Own-child, White, Female,40, United-States
38, Private, Masters,14, Married-civ-spouse, Transport-moving, Husband, White, Male,72,
29, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States
42, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States
50, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, England
75, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States
46, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
52, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States
27, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States
43, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States
31, Private, 11th,7, Separated, Other-service, Not-in-family, Black, Female,42, United-States
23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,30, United-States
34, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,24, United-States
41, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Other-relative, White, Female,40, Cuba
31, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,30, United-States
42, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,40, United-States
35, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States
55, Private, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,25, United-States
36, State-gov, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female,40, United-States
65, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,59, United-States
38, Local-gov, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,12, United-States
62, Private, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,20, United-States
54, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States
49, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States
34, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States
32, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,40, United-States
51, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States
48, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States
30, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40,
52, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,43, United-States
28, Self-emp-not-inc, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States
29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40, United-States
38, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,50, United-States
57, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States
43, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
37, State-gov, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Male,40, United-States
30, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,48, United-States
69,, Assoc-voc,11, Widowed,, Not-in-family, White, Female,1, United-States
73, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,37, United-States
22, Self-emp-inc, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,35, United-States
31, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,45, United-States
38, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
50, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States
37, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,37, United-States
44, Local-gov, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, Male,40, United-States
47, Private, Bachelors,13, Never-married, Exec-managerial, Unmarried, Black, Female,45, United-States
27, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States
28, Private, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female,80, United-States
25, Private, HS-grad,9, Never-married, Tech-support, Not-in-family, Black, Female,40, United-States
20, Private, Some-college,10, Never-married, Other-service, Unmarried, White, Female,40, United-States
51, Local-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States
46, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
67, Private, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,7, United-States
47, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,35, United-States
42, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
52, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,50, United-States
42, Federal-gov, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,40, Philippines
65,, HS-grad,9, Married-civ-spouse,, Husband, White, Male,40, United-States
21, Private, Some-college,10, Never-married, Farming-fishing, Own-child, Black, Male,10, United-States
50, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States
46, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States
47, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States
57, Private, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States
37, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States
50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
58,, 12th,8, Married-civ-spouse,, Husband, White, Male,40, United-States
63, Self-emp-not-inc, 1st-4th,2, Widowed, Other-service, Unmarried, White, Female,30, El-Salvador
39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,65, United-States
46, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,35, United-States
36, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States
26, Private, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States
21, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,57, United-States
41, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States
44, Local-gov, Some-college,10, Never-married, Other-service, Own-child, Black, Male,40, United-States
22, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
29, Federal-gov, Some-college,10, Never-married, Armed-Forces, Not-in-family, Black, Male,60, United-States
29, Private, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,40, Japan
58, Self-emp-inc, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,40, United-States
36, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States
30, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,48, United-States
37, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,43, United-States
29, Private, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States
26, Private, 5th-6th,3, Never-married, Adm-clerical, Own-child, White, Female,40, Mexico
43, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45, United-States
49, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,40, United-States
45, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
28, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States
20,, Some-college,10, Never-married,, Not-in-family, White, Female,25, United-States
51, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States
32, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, Canada
24, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,40, United-States
35, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
35,, Assoc-acdm,12, Never-married,, Not-in-family, White, Male,55, United-States
41, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
48, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States
61, Local-gov, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,35, United-States
20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,30, United-States
27, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,50, United-States
55, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,24, United-States
39, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States
17,, 10th,6, Never-married,, Own-child, White, Male,20, United-States
47, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40,
52, Private, HS-grad,9, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,40, India
24, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Female,20, United-States
29, Private, 11th,7, Never-married, Other-service, Unmarried, Black, Female,40, United-States
25, Private, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,40, United-States
20, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States
23, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,35, United-States
57, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States
51, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
33, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,16, United-States
39, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States
40, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
71, Private, Bachelors,13, Divorced, Tech-support, Own-child, White, Female,16, United-States
38, State-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
28, State-gov, Prof-school,15, Never-married, Prof-specialty, Unmarried, White, Male,40, United-States
57, Private, Masters,14, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,40, United-States
47, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States
59, State-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,40, United-States
26, Private, HS-grad,9, Never-married, Sales, Not-in-family, Other, Male,40, United-States
35, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,40, United-States
61, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, Germany
17,, 11th,7, Never-married,, Own-child, White, Female,30, United-States
36, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,60,
62,, 7th-8th,4, Married-civ-spouse,, Husband, White, Male,50, United-States
34, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States
32, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States
42, Private, HS-grad,9, Separated, Sales, Own-child, White, Female,40, United-States
39, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
58, Private, 5th-6th,3, Divorced, Machine-op-inspct, Not-in-family, Black, Male,40, United-States
61, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States
40, Private, 10th,6, Never-married, Craft-repair, Other-relative, Black, Male,55, United-States
31, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,37, United-States
36, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,50, United-States
23, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States
33, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,41, United-States
52, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
22, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,24, United-States
51, Private, Some-college,10, Divorced, Sales, Unmarried, White, Female,40, Italy
31, Federal-gov, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States
49, Self-emp-inc, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States
49, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,40, United-States
53, Federal-gov, Some-college,10, Widowed, Adm-clerical, Not-in-family, Black, Female,40, United-States
52, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, Japan
